U_s,I_s,s,T,Vib,THD,P_f,Brzina,Temp,Klasa
399.939595439111,231.755028361846,0.275555959386337,NaN,0.0127263093866528,0.522025668036562,0.805766903488216,227.590807592879,16134.4955230979,0
399.939595439111,228.4551540322,0.267718359315572,NaN,0.0138878051880401,0.529483397667634,0.794199256046492,230.053062273288,15678.3253236291,0
399.939595439111,226.812213015673,0.2638580844495,NaN,0.0115352193696278,0.679659989635735,0.788439409436208,231.265803389297,15453.2560942125,0
399.939595439111,228.752150331688,0.268419158924454,NaN,0.010414164685162,0.543894228889981,0.795240431065952,229.832899582998,15720.1646750817,0
399.939595439111,226.850760635428,0.263948337252219,NaN,0.0105733421659142,0.503274132171337,0.788574554436768,231.237449635098,15458.4051001536,0
399.939595439111,233.010413394272,0.278567161428303,NaN,0.0100571376440704,0.543245465855246,0.810167246133317,226.644810571529,16309.440723582,0
399.939595439111,225.958167788092,0.261862414567468,NaN,0.0112277107219365,0.603398187906322,0.785445140408385,231.892761573335,15337.5155717255,0
399.939595439111,226.641274483997,0.263458045278651,NaN,0.0118422083269201,0.518174115629604,0.787840109609768,231.391479401326,15429.8957757405,0
399.939595439111,227.580352108635,0.265659445860443,NaN,0.0123942737202553,0.620540263843163,0.791132408181847,230.699889011789,15558.4612351447,0
399.939595439111,239.297884981112,0.293893187801109,NaN,0.0141967463878439,0.648888889525526,0.832202606345199,221.829997385375,17199.5681907705,0
399.939595439111,238.270765651258,0.291361655275807,NaN,0.012233870637963,0.602847612264415,0.828603311945751,222.625301783756,17052.5697515022,0
399.939595439111,234.81432206938,0.282922545936131,NaN,0.0149124625075299,0.667828361027977,0.816489882337253,225.276526174193,16562.5826836729,0
399.939595439111,237.676352074908,0.289901581916685,NaN,0.0106150850842873,0.536255034121066,0.82652025809263,223.083997357628,16968.17443811,0
399.939595439111,225.968500822324,0.261886515047238,NaN,0.0113409318633393,0.565707160685579,0.785481368457426,231.885190184316,15339.6294873743,0
399.939595439111,230.338982289399,0.272178912613912,NaN,0.0133924593470744,0.53610337923458,0.80080316025797,228.651738125987,15936.9254056153,0
399.939595439111,227.602131819739,0.265710610202854,NaN,0.0114325922738401,0.506811436896243,0.791208763934748,230.683815259565,15560.973902761,0
399.939595439111,226.188416282647,0.262399701028373,NaN,0.0142330297353461,0.680114458051106,0.786252397774955,231.72396805349,15369.1512950808,0
